연도,노선명,역명,승차총승객수,하차총승객수
2024,2호선,종합운동장,15098,16778
2024,2호선,잠실새내,24238,24181
2024,2호선,잠실(송파구청),91696,90167
2024,2호선,잠실나루,15213,14566
2024,2호선,강변(동서울터미널),32882,34471
2024,2호선,구의(광진구청),25408,24184
2024,2호선,건대입구,36396,39673
2024,2호선,성수,43891,48014
2024,2호선,뚝섬,25654,26654
2024,2호선,한양대,7961,8131
2024,2호선,왕십리(성동구청),15608,14768
2024,2호선,상왕십리,14380,14013
2024,2호선,신당,15135,15813
2024,2호선,동대문역사문화공원(DDP),16360,18279
2024,2호선,을지로4가,13150,12875
2024,2호선,을지로3가,26159,26482
2024,2호선,을지로입구,53044,54101
2024,2호선,시청,28878,27170
2024,2호선,용두(동대문구청),1688,1606
2024,2호선,신정네거리,6806,6654
2024,2호선,양천구청,4090,4078
2024,2호선,도림천,797,836
2024,2호선,신설동,3265,3051
2024,2호선,신답,939,981
2024,2호선,용답,2033,1854
2024,2호선,충정로(경기대입구),4586,4833
2024,2호선,아현,7422,6744
2024,2호선,이대,11075,11394
2024,2호선,신촌,32054,32746
2024,2호선,홍대입구,80089,89590
2024,2호선,합정,27937,33169
2024,2호선,당산,10554,11610
2024,2호선,영등포구청,11932,12244
2024,2호선,문래,11337,12187
2024,2호선,신도림,39115,39133
2024,2호선,대림(구로구청),17414,18165
2024,2호선,구로디지털단지,34188,33368
2024,2호선,신대방,19073,17649
2024,2호선,신림,43542,41046
2024,2호선,봉천,17096,15548
2024,2호선,서울대입구(관악구청),34634,32724
2024,2호선,낙성대(강감찬),20316,18273
2024,2호선,사당,30322,33601
2024,2호선,방배,9070,9098
2024,2호선,서초,10688,9525
2024,2호선,교대(법원.검찰청),14554,17734
2024,2호선,강남,56354,55646
2024,2호선,역삼,17064,18803
2024,2호선,선릉,25433,22357
2024,2호선,삼성(무역센터),38907,37711
2024,2호선,종합운동장,22584,25258
2024,2호선,잠실새내,19354,19730
2024,2호선,잠실(송파구청),74374,72547
2024,2호선,잠실나루,7568,7272
2024,2호선,강변(동서울터미널),25591,25751
2024,2호선,구의(광진구청),17054,16088
2024,2호선,건대입구,31173,34216
2024,2호선,성수,27405,31221
2024,2호선,뚝섬,15314,15400
2024,2호선,한양대,4395,4286
2024,2호선,왕십리(성동구청),11902,11286
2024,2호선,상왕십리,9557,9007
2024,2호선,신당,10979,11795
2024,2호선,동대문역사문화공원(DDP),13526,15494
2024,2호선,을지로4가,7958,7742
2024,2호선,을지로3가,12588,12705
2024,2호선,을지로입구,30047,29874
2024,2호선,시청,12480,10225
2024,2호선,용두(동대문구청),1173,1205
2024,2호선,신정네거리,4765,5056
2024,2호선,양천구청,3040,3191
2024,2호선,도림천,492,571
2024,2호선,신설동,2905,2833
2024,2호선,신답,662,748
2024,2호선,용답,1677,1571
2024,2호선,충정로(경기대입구),3516,3792
2024,2호선,아현,5262,5165
2024,2호선,이대,8093,8977
2024,2호선,신촌,23810,23470
2024,2호선,홍대입구,61262,62586
2024,2호선,합정,19992,21044
2024,2호선,당산,7512,8060
2024,2호선,영등포구청,8207,8421
2024,2호선,문래,8015,8331
2024,2호선,신도림,27353,27508
2024,2호선,대림(구로구청),14615,15409
2024,2호선,구로디지털단지,24681,24203
2024,2호선,신대방,14795,14538
2024,2호선,신림,33177,32678
2024,2호선,봉천,12461,12217
2024,2호선,서울대입구(관악구청),24647,24962
2024,2호선,낙성대(강감찬),15445,15838
2024,2호선,사당,21587,23611
2024,2호선,방배,6545,6775
2024,2호선,서초,13281,12369
2024,2호선,교대(법원.검찰청),9367,11257
2024,2호선,강남,32124,31170
2024,2호선,역삼,11524,12428
2024,2호선,선릉,13797,11933
2024,2호선,삼성(무역센터),26336,25126
2024,2호선,종합운동장,17147,18836
2024,2호선,잠실새내,14402,14644
2024,2호선,잠실(송파구청),58072,55579
2024,2호선,잠실나루,5136,5299
2024,2호선,강변(동서울터미널),22705,19999
2024,2호선,구의(광진구청),11621,11663
2024,2호선,건대입구,24233,25589
2024,2호선,성수,20947,23124
2024,2호선,뚝섬,10989,10864
2024,2호선,한양대,2755,2979
2024,2호선,왕십리(성동구청),8626,8237
2024,2호선,상왕십리,6816,6913
2024,2호선,신당,8014,8695
2024,2호선,동대문역사문화공원(DDP),9777,11100
2024,2호선,을지로4가,5179,5099
2024,2호선,을지로3가,10975,10603
2024,2호선,을지로입구,23117,22557
2024,2호선,시청,8309,6444
2024,2호선,을지로입구,50061,51357
2024,2호선,용두(동대문구청),2314,2471
2024,2호선,신정네거리,9953,10380
2024,2호선,양천구청,6514,7029
2024,2호선,도림천,1349,1362
2024,2호선,신설동,3341,3205
2024,2호선,신답,1596,1798
2024,2호선,용답,2683,2714
2024,2호선,충정로(경기대입구),10306,10656
2024,2호선,아현,10351,9758
2024,2호선,이대,14484,15943
2024,2호선,신촌,35345,36306
2024,2호선,홍대입구,65441,69160
2024,2호선,합정,29757,31429
2024,2호선,당산,17099,20057
2024,2호선,영등포구청,22511,23004
2024,2호선,문래,23618,24272
2024,2호선,신도림,47649,45667
2024,2호선,대림(구로구청),23923,24274
2024,2호선,구로디지털단지,57938,57673
2024,2호선,신대방,24543,23663
2024,2호선,신림,53508,52124
2024,2호선,봉천,24212,23177
2024,2호선,서울대입구(관악구청),44665,44138
2024,2호선,낙성대(강감찬),27256,26717
2024,2호선,사당,37272,40237
2024,2호선,방배,14885,15272
2024,2호선,서초,20833,20410
2024,2호선,교대(법원.검찰청),30689,35926
2024,2호선,강남,84289,82269
2024,2호선,역삼,56865,64215
2024,2호선,선릉,61572,54222
2024,2호선,삼성(무역센터),53112,54068
2024,2호선,종합운동장,6652,7463
2024,2호선,잠실새내,22527,21742
2024,2호선,잠실(송파구청),78818,78579
2024,2호선,잠실나루,15200,14695
2024,2호선,강변(동서울터미널),31102,28451
2024,2호선,구의(광진구청),24306,23851
2024,2호선,건대입구,32604,34262
2024,2호선,성수,41264,44450
2024,2호선,뚝섬,23903,25437
2024,2호선,한양대,8335,9027
2024,2호선,왕십리(성동구청),14109,12952
2024,2호선,상왕십리,13876,13871
2024,2호선,신당,13249,13705
2024,2호선,동대문역사문화공원(DDP),11767,13255
2024,2호선,을지로4가,14115,13625
2024,2호선,을지로3가,25905,25379
2024,2호선,시청,27166,25888
2024,2호선,시청,28341,27257
2024,2호선,을지로입구,51885,53190
2024,2호선,을지로3가,26197,26011
2024,2호선,을지로4가,15091,14737
2024,2호선,동대문역사문화공원(DDP),12238,13949
2024,2호선,신당,13882,14474
2024,2호선,상왕십리,14405,14197
2024,2호선,왕십리(성동구청),14813,13374
2024,2호선,한양대,8727,9358
2024,2호선,뚝섬,25033,26546
2024,2호선,성수,43095,46784
2024,2호선,건대입구,33534,35212
2024,2호선,구의(광진구청),25639,24913
2024,2호선,강변(동서울터미널),30377,28101
2024,2호선,잠실나루,16106,15496
2024,2호선,잠실(송파구청),83258,81743
2024,2호선,잠실새내,23771,23250
2024,2호선,종합운동장,16575,17979
2024,2호선,삼성(무역센터),57685,58804
2024,2호선,선릉,63689,55917
2024,2호선,역삼,58888,67006
2024,2호선,강남,87040,85144
2024,2호선,교대(법원.검찰청),32063,37442
2024,2호선,서초,21704,21158
2024,2호선,방배,15688,16337
2024,2호선,사당,39123,42304
2024,2호선,낙성대(강감찬),28173,27549
2024,2호선,서울대입구(관악구청),46406,45448
2024,2호선,봉천,24537,23179
2024,2호선,신림,55199,53409
2024,2호선,신대방,25357,24480
2024,2호선,구로디지털단지,59868,59538
2024,2호선,대림(구로구청),23836,24327
2024,2호선,신도림,50731,49166
2024,2호선,문래,23968,24530
2024,2호선,영등포구청,23419,23857
2024,2호선,당산,17883,20948
2024,2호선,합정,31337,33159
2024,2호선,홍대입구,66241,70672
2024,2호선,신촌,36319,37341
2024,2호선,이대,15254,16825
2024,2호선,아현,10695,9948
2024,2호선,충정로(경기대입구),10440,10957
2024,2호선,용답,2793,2762
2024,2호선,신답,1667,1878
2024,2호선,신설동,3159,3125
2024,2호선,도림천,1412,1497
2024,2호선,양천구청,6801,7124
2024,2호선,신정네거리,10182,10621
2024,2호선,용두(동대문구청),2505,2545
2024,2호선,용두(동대문구청),2552,2584
2024,2호선,신정네거리,10102,10576
2024,2호선,양천구청,6853,7300
2024,2호선,도림천,1309,1428
2024,2호선,신설동,3546,3428
2024,2호선,신답,1652,1888
2024,2호선,충정로(경기대입구),10742,11235
2024,2호선,아현,10930,10232
2024,2호선,이대,15469,17137
2024,2호선,신촌,36831,37390
2024,2호선,홍대입구,67452,72471
2024,2호선,합정,31652,34016
2024,2호선,당산,18257,21216
2024,2호선,영등포구청,22975,23935
2024,2호선,문래,24457,25122
2024,2호선,신도림,52032,50343
2024,2호선,대림(구로구청),24245,24700
2024,2호선,구로디지털단지,60119,60332
2024,2호선,신대방,25368,24439
2024,2호선,신림,55990,54210
2024,2호선,봉천,24802,23591
2024,2호선,서울대입구(관악구청),45997,45304
2024,2호선,낙성대(강감찬),28482,27649
2024,2호선,사당,40442,43501
2024,2호선,방배,15745,16101
2024,2호선,서초,22395,21968
2024,2호선,교대(법원.검찰청),31946,37248
2024,2호선,강남,86970,84736
2024,2호선,역삼,58497,66905
2024,2호선,선릉,64559,56605
2024,2호선,삼성(무역센터),58750,59730
2024,2호선,종합운동장,16181,17873
2024,2호선,잠실새내,24101,23482
2024,2호선,잠실(송파구청),83882,82878
2024,2호선,잠실나루,16154,15473
2024,2호선,강변(동서울터미널),30266,28700
2024,2호선,구의(광진구청),25768,25142
2024,2호선,건대입구,34113,36089
2024,2호선,성수,43818,47391
2024,2호선,뚝섬,25524,27255
2024,2호선,한양대,8729,9088
2024,2호선,왕십리(성동구청),15396,14380
2024,2호선,상왕십리,14535,14586
2024,2호선,신당,14473,15071
2024,2호선,동대문역사문화공원(DDP),12475,14179
2024,2호선,을지로4가,15013,14722
2024,2호선,을지로3가,27021,27016
2024,2호선,을지로입구,52092,53665
2024,2호선,시청,28611,27797
2024,2호선,용답,2907,2900
2024,2호선,시청,28788,27642
2024,2호선,을지로입구,52838,54261
2024,2호선,을지로3가,26980,27125
2024,2호선,을지로4가,15230,15212
2024,2호선,동대문역사문화공원(DDP),13709,15079
2024,2호선,신당,14565,15221
2024,2호선,상왕십리,14643,14424
2024,2호선,왕십리(성동구청),15514,14193
2024,2호선,한양대,8770,9033
2024,2호선,뚝섬,26223,28068
2024,2호선,성수,44213,48315
2024,2호선,건대입구,34664,36498
2024,2호선,구의(광진구청),26273,25373
2024,2호선,강변(동서울터미널),30586,29306
2024,2호선,잠실나루,15880,15275
2024,2호선,잠실(송파구청),85869,84930
2024,2호선,잠실새내,24877,24290
2024,2호선,종합운동장,16964,18860
2024,2호선,삼성(무역센터),64766,66100
2024,2호선,선릉,65019,57251
2024,2호선,역삼,58468,67545
2024,2호선,강남,88591,86582
2024,2호선,교대(법원.검찰청),32614,38384
2024,2호선,서초,22913,22302
2024,2호선,방배,16267,16666
2024,2호선,사당,41326,45008
2024,2호선,낙성대(강감찬),28723,27856
2024,2호선,서울대입구(관악구청),47433,46168
2024,2호선,봉천,24993,23624
2024,2호선,신림,56531,54318
2024,2호선,신대방,25683,24497
2024,2호선,구로디지털단지,60703,60366
2024,2호선,대림(구로구청),24373,24662
2024,2호선,신도림,52308,50922
2024,2호선,문래,24299,25020
2024,2호선,영등포구청,23765,24046
2024,2호선,당산,18342,21591
2024,2호선,합정,33077,35510
2024,2호선,홍대입구,69494,75142
2024,2호선,신촌,36968,37573
2024,2호선,이대,15367,16945
2024,2호선,아현,10920,10268
2024,2호선,충정로(경기대입구),10584,11096
2024,2호선,용답,2785,2826
2024,2호선,신답,1708,1868
2024,2호선,신설동,3597,3602
2024,2호선,도림천,1369,1414
2024,2호선,양천구청,6917,7262
2024,2호선,신정네거리,10237,10670
2024,2호선,용두(동대문구청),2526,2625
2024,2호선,용두(동대문구청),2687,2681
2024,2호선,신정네거리,10323,10801
2024,2호선,양천구청,6895,7183
2024,2호선,도림천,1340,1430
2024,2호선,신설동,3806,3639
2024,2호선,신답,1673,1850
2024,2호선,용답,2934,2785
2024,2호선,충정로(경기대입구),10568,11078
2024,2호선,아현,11237,10241
2024,2호선,이대,15941,16737
2024,2호선,신촌,38109,39372
2024,2호선,홍대입구,74839,83069
2024,2호선,합정,34336,38628
2024,2호선,영등포구청,23601,24345
2024,2호선,문래,25015,25740
2024,2호선,신도림,53282,52064
2024,2호선,대림(구로구청),24521,24733
2024,2호선,구로디지털단지,61378,60470
2024,2호선,신대방,25995,24430
2024,2호선,신림,58109,55996
2024,2호선,봉천,25677,23516
2024,2호선,서울대입구(관악구청),49189,46426
2024,2호선,낙성대(강감찬),29204,27280
2024,2호선,사당,42706,47172
2024,2호선,방배,16061,16427
2024,2호선,서초,21992,21472
2024,2호선,교대(법원.검찰청),32664,38907
2024,2호선,강남,91125,90283
2024,2호선,역삼,56597,63374
2024,2호선,선릉,64016,56169
2024,2호선,삼성(무역센터),64232,64136
2024,2호선,종합운동장,14027,15553
2024,2호선,잠실새내,25279,24915
2024,2호선,잠실(송파구청),87870,86974
2024,2호선,잠실나루,15605,14830
2024,2호선,강변(동서울터미널),32750,33087
2024,2호선,구의(광진구청),26664,25505
2024,2호선,건대입구,36366,39763
2024,2호선,성수,45330,48885
2024,2호선,뚝섬,26736,27832
2024,2호선,한양대,8748,8874
2024,2호선,왕십리(성동구청),16308,15136
2024,2호선,상왕십리,15017,14728
2024,2호선,신당,15325,16057
2024,2호선,동대문역사문화공원(DDP),14878,17029
2024,2호선,을지로4가,15969,15550
2024,2호선,을지로3가,27203,27388
2024,2호선,을지로입구,51843,53185
2024,2호선,시청,28690,27399
2024,2호선,당산,18523,21657
2024,2호선,용두(동대문구청),1797,1733
2024,2호선,신정네거리,7285,7193
2024,2호선,양천구청,4438,4400
2024,2호선,도림천,947,899
2024,2호선,신설동,3351,3237
2024,2호선,신답,1001,1023
2024,2호선,용답,2065,2035
2024,2호선,충정로(경기대입구),5875,6148
2024,2호선,아현,8095,7171
2024,2호선,이대,11272,11833
2024,2호선,신촌,32054,32564
2024,2호선,홍대입구,79633,89744
2024,2호선,합정,29077,33857
2024,2호선,당산,11823,12894
2024,2호선,영등포구청,12991,13233
2024,2호선,문래,13139,14049
2024,2호선,신도림,41635,41468
2024,2호선,대림(구로구청),18512,19292
2024,2호선,구로디지털단지,35625,34891
2024,2호선,신대방,19736,18211
2024,2호선,신림,45139,42702
2024,2호선,봉천,18044,16341
2024,2호선,서울대입구(관악구청),35985,34007
2024,2호선,낙성대(강감찬),21343,19133
2024,2호선,사당,33184,36294
2024,2호선,서초,11446,9959
2024,2호선,교대(법원.검찰청),15460,19264
2024,2호선,강남,58945,58599
2024,2호선,역삼,17845,19759
2024,2호선,선릉,27204,23796
2024,2호선,삼성(무역센터),41818,40815
2024,2호선,종합운동장,14009,15725
2024,2호선,잠실새내,19294,19524
2024,2호선,잠실(송파구청),75343,74113
2024,2호선,잠실나루,7883,7700
2024,2호선,강변(동서울터미널),24916,24980
2024,2호선,구의(광진구청),18044,16764
2024,2호선,건대입구,32906,36503
2024,2호선,성수,28094,31621
2024,2호선,뚝섬,16801,16937
2024,2호선,한양대,4275,4487
2024,2호선,왕십리(성동구청),12438,11848
2024,2호선,상왕십리,10134,9309
2024,2호선,신당,11716,12534
2024,2호선,동대문역사문화공원(DDP),13909,16385
2024,2호선,을지로4가,8719,8762
2024,2호선,을지로3가,14009,13635
2024,2호선,을지로입구,30552,29910
2024,2호선,시청,12422,10898
2024,2호선,방배,9314,9434
2024,2호선,용두(동대문구청),1302,1335
2024,2호선,신정네거리,5161,5283
2024,2호선,양천구청,3268,3315
2024,2호선,도림천,628,682
2024,2호선,신설동,3082,3120
2024,2호선,신답,754,826
2024,2호선,용답,1771,1726
2024,2호선,충정로(경기대입구),3759,4093
2024,2호선,아현,5647,5464
2024,2호선,이대,7958,8951
2024,2호선,신촌,23190,23174
2024,2호선,홍대입구,65673,67728
2024,2호선,합정,22253,23166
2024,2호선,당산,7992,8807
2024,2호선,영등포구청,7790,8118
2024,2호선,문래,8138,8527
2024,2호선,신도림,29600,29394
2024,2호선,대림(구로구청),15514,15978
2024,2호선,구로디지털단지,24795,24645
2024,2호선,신대방,15181,14802
2024,2호선,신림,34042,33501
2024,2호선,봉천,12749,12420
2024,2호선,서울대입구(관악구청),25627,25889
2024,2호선,낙성대(강감찬),15349,16013
2024,2호선,사당,23136,25498
2024,2호선,방배,6818,7189
2024,2호선,서초,14452,13586
2024,2호선,교대(법원.검찰청),9825,11640
2024,2호선,강남,34283,33240
2024,2호선,역삼,11529,12737
2024,2호선,선릉,15092,13182
2024,2호선,삼성(무역센터),30853,29297
2024,2호선,종합운동장,14207,15112
2024,2호선,잠실새내,13015,13494
2024,2호선,잠실(송파구청),59092,55871
2024,2호선,잠실나루,5549,5554
2024,2호선,강변(동서울터미널),21075,19378
2024,2호선,구의(광진구청),12024,12180
2024,2호선,건대입구,24828,25952
2024,2호선,성수,23256,25807
2024,2호선,뚝섬,12219,12243
2024,2호선,한양대,2754,3005
2024,2호선,왕십리(성동구청),8780,8167
2024,2호선,상왕십리,7177,7131
2024,2호선,신당,8543,8997
2024,2호선,동대문역사문화공원(DDP),11666,14197
2024,2호선,을지로4가,5636,5505
2024,2호선,을지로3가,11469,11251
2024,2호선,을지로입구,25103,24164
2024,2호선,시청,8330,6382
2024,2호선,용두(동대문구청),2549,2630
2024,2호선,신정네거리,10215,10598
2024,2호선,양천구청,6644,7160
2024,2호선,도림천,1349,1405
2024,2호선,신설동,3284,3392
2024,2호선,신답,1628,1892
2024,2호선,용답,2903,2879
2024,2호선,충정로(경기대입구),10481,10952
2024,2호선,아현,10665,9856
2024,2호선,이대,14858,16820
2024,2호선,신촌,34936,35832
2024,2호선,홍대입구,68215,72599
2024,2호선,합정,30964,33054
2024,2호선,당산,17714,20730
2024,2호선,영등포구청,23484,23811
2024,2호선,문래,24342,24975
2024,2호선,신도림,50178,48136
2024,2호선,대림(구로구청),24114,24278
2024,2호선,구로디지털단지,60114,59939
2024,2호선,신대방,25084,24272
2024,2호선,신림,54798,53193
2024,2호선,봉천,24655,23622
2024,2호선,서울대입구(관악구청),46184,45690
2024,2호선,낙성대(강감찬),27494,27224
2024,2호선,사당,39148,41789
2024,2호선,방배,15669,16137
2024,2호선,서초,22437,21738
2024,2호선,교대(법원.검찰청),33265,39314
2024,2호선,강남,86771,85194
2024,2호선,역삼,58593,66451
2024,2호선,선릉,64445,56926
2024,2호선,삼성(무역센터),56864,58102
2024,2호선,종합운동장,7551,8324
2024,2호선,잠실새내,23998,23167
2024,2호선,잠실(송파구청),79120,77700
2024,2호선,잠실나루,15784,15327
2024,2호선,강변(동서울터미널),29009,26393
2024,2호선,구의(광진구청),25380,24962
2024,2호선,건대입구,33401,35416
2024,2호선,성수,44688,48876
2024,2호선,뚝섬,25261,26538
2024,2호선,한양대,7966,8429
2024,2호선,왕십리(성동구청),14845,13540
2024,2호선,상왕십리,14675,14686
2024,2호선,신당,14430,14998
2024,2호선,동대문역사문화공원(DDP),15009,17388
2024,2호선,을지로4가,15275,15002
2024,2호선,을지로3가,26910,26385
2024,2호선,을지로입구,52650,54149
2024,2호선,시청,28292,27010
2024,2호선,시청,30243,28394
2024,2호선,을지로입구,54699,55613
2024,2호선,을지로3가,27923,27484
2024,2호선,을지로4가,16028,15573
2024,2호선,동대문역사문화공원(DDP),14981,17334
2024,2호선,신당,14912,15755
2024,2호선,상왕십리,15231,15123
2024,2호선,왕십리(성동구청),15554,13948
2024,2호선,한양대,8130,8654
2024,2호선,뚝섬,26398,27876
2024,2호선,성수,46574,50734
2024,2호선,건대입구,34220,36356
2024,2호선,구의(광진구청),26269,25598
2024,2호선,강변(동서울터미널),27834,25608
2024,2호선,잠실나루,16039,15542
2024,2호선,잠실(송파구청),83960,82452
2024,2호선,잠실새내,25747,25040
2024,2호선,종합운동장,16307,17281
2024,2호선,삼성(무역센터),59817,60622
2024,2호선,선릉,64920,57455
2024,2호선,역삼,61812,68624
2024,2호선,강남,89562,87616
2024,2호선,교대(법원.검찰청),34478,40512
2024,2호선,서초,23827,22801
2024,2호선,방배,16374,17011
2024,2호선,사당,40930,43632
2024,2호선,낙성대(강감찬),28521,27608
2024,2호선,서울대입구(관악구청),47022,46159
2024,2호선,봉천,25315,24016
2024,2호선,신림,56357,54408
2024,2호선,신대방,25467,24645
2024,2호선,구로디지털단지,60942,60562
2024,2호선,대림(구로구청),24029,24422
2024,2호선,신도림,52528,50656
2024,2호선,문래,24579,25220
2024,2호선,영등포구청,23786,24066
2024,2호선,당산,17759,21050
2024,2호선,합정,32776,34930
2024,2호선,홍대입구,69927,74349
2024,2호선,신촌,37391,38292
2024,2호선,이대,15649,17048
2024,2호선,아현,11251,10535
2024,2호선,충정로(경기대입구),10972,11623
2024,2호선,용답,2991,2943
2024,2호선,신답,1669,1940
2024,2호선,신설동,3392,3298
2024,2호선,도림천,1391,1520
2024,2호선,양천구청,6954,7410
2024,2호선,신정네거리,10501,11007
2024,2호선,용두(동대문구청),2603,2703
2024,2호선,용답,2975,2898
2024,2호선,시청,29929,27969
2024,2호선,용두(동대문구청),2555,2482
2024,2호선,신정네거리,10399,10835
2024,2호선,양천구청,6899,7242
2024,2호선,도림천,1369,1490
2024,2호선,신설동,3512,3443
2024,2호선,신답,1731,1917
2024,2호선,충정로(경기대입구),10901,11446
2024,2호선,아현,11500,10482
2024,2호선,이대,15799,17031
2024,2호선,신촌,38268,39532
2024,2호선,홍대입구,72772,81878
2024,2호선,합정,34401,38812
2024,2호선,당산,18487,21481
2024,2호선,영등포구청,24114,24600
2024,2호선,문래,25356,26203
2024,2호선,신도림,55190,53756
2024,2호선,대림(구로구청),24361,24468
2024,2호선,구로디지털단지,62102,62239
2024,2호선,신대방,26176,24745
2024,2호선,신림,59326,56732
2024,2호선,봉천,26006,23729
2024,2호선,서울대입구(관악구청),48852,46248
2024,2호선,낙성대(강감찬),29504,27284
2024,2호선,사당,42881,47428
2024,2호선,방배,16674,16942
2024,2호선,서초,23470,22449
2024,2호선,교대(법원.검찰청),34078,40729
2024,2호선,강남,91571,90675
2024,2호선,역삼,58991,67019
2024,2호선,선릉,65466,57518
2024,2호선,삼성(무역센터),61608,61833
2024,2호선,종합운동장,20620,23117
2024,2호선,잠실새내,25796,25462
2024,2호선,잠실(송파구청),87583,86045
2024,2호선,잠실나루,16466,15584
2024,2호선,강변(동서울터미널),29354,30024
2024,2호선,구의(광진구청),26839,25450
2024,2호선,건대입구,36483,39330
2024,2호선,성수,46934,51255
2024,2호선,뚝섬,26621,27992
2024,2호선,한양대,8314,8735
2024,2호선,왕십리(성동구청),16401,15179
2024,2호선,상왕십리,15436,15000
2024,2호선,신당,15742,16477
2024,2호선,동대문역사문화공원(DDP),14648,17122
2024,2호선,을지로4가,15878,15480
2024,2호선,을지로3가,29041,29091
2024,2호선,을지로입구,54854,56277
2024,2호선,시청,12521,9533
2024,2호선,을지로입구,28081,27633
2024,2호선,을지로3가,11454,11009
2024,2호선,을지로4가,8173,7783
2024,2호선,동대문역사문화공원(DDP),12692,14975
2024,2호선,신당,10130,10969
2024,2호선,상왕십리,8282,8110
2024,2호선,왕십리(성동구청),9790,9249
2024,2호선,한양대,3244,3445
2024,2호선,뚝섬,13850,13727
2024,2호선,성수,26653,29772
2024,2호선,건대입구,27281,28498
2024,2호선,구의(광진구청),14665,14042
2024,2호선,강변(동서울터미널),18520,19945
2024,2호선,잠실나루,6525,6438
2024,2호선,잠실(송파구청),66000,62796
2024,2호선,잠실새내,15078,15498
2024,2호선,종합운동장,18510,20069
2024,2호선,삼성(무역센터),28183,26666
2024,2호선,선릉,19078,16760
2024,2호선,역삼,13146,14365
2024,2호선,강남,38333,37531
2024,2호선,교대(법원.검찰청),11035,13275
2024,2호선,서초,6957,6432
2024,2호선,방배,7125,7212
2024,2호선,사당,25237,26905
2024,2호선,낙성대(강감찬),16368,15252
2024,2호선,서울대입구(관악구청),27914,26863
2024,2호선,봉천,14268,13190
2024,2호선,신림,36851,34804
2024,2호선,신대방,16337,15234
2024,2호선,구로디지털단지,28522,27771
2024,2호선,대림(구로구청),14852,15321
2024,2호선,신도림,31722,31307
2024,2호선,문래,9421,9924
2024,2호선,영등포구청,9437,9792
2024,2호선,당산,8294,9203
2024,2호선,합정,23493,26033
2024,2호선,홍대입구,68872,73586
2024,2호선,신촌,25176,25086
2024,2호선,용두(동대문구청),1504,1424
2024,2호선,신정네거리,5671,5704
2024,2호선,양천구청,3472,3539
2024,2호선,도림천,755,730
2024,2호선,신설동,2262,2167
2024,2호선,신답,811,850
2024,2호선,용답,1867,1766
2024,2호선,충정로(경기대입구),4273,4195
2024,2호선,아현,6311,5843
2024,2호선,이대,9293,9933
2024,2호선,용두(동대문구청),2502,2490
2024,2호선,신정네거리,9431,9898
2024,2호선,양천구청,6198,6511
2024,2호선,도림천,1216,1218
2024,2호선,신설동,3519,3454
2024,2호선,신답,1532,1716
2024,2호선,용답,2781,2625
2024,2호선,충정로(경기대입구),9264,9677
2024,2호선,아현,10575,9737
2024,2호선,이대,14834,16026
2024,2호선,신촌,35991,36639
2024,2호선,홍대입구,74216,81670
2024,2호선,합정,32407,36201
2024,2호선,당산,15749,18238
2024,2호선,영등포구청,20774,21342
2024,2호선,문래,21733,22498
2024,2호선,신도림,49746,49472
2024,2호선,대림(구로구청),22664,23163
2024,2호선,구로디지털단지,53866,53217
2024,2호선,신대방,24123,22999
2024,2호선,신림,53785,51749
2024,2호선,봉천,23442,21733
2024,2호선,서울대입구(관악구청),44281,42086
2024,2호선,낙성대(강감찬),26317,24659
2024,2호선,사당,37491,41678
2024,2호선,방배,14158,14372
2024,2호선,서초,19726,18979
2024,2호선,교대(법원.검찰청),29922,35357
2024,2호선,강남,81228,79779
2024,2호선,역삼,45324,50330
2024,2호선,선릉,53462,46999
2024,2호선,삼성(무역센터),52939,52638
2024,2호선,종합운동장,19979,23181
2024,2호선,잠실새내,24534,24505
2024,2호선,잠실(송파구청),79507,78109
2024,2호선,잠실나루,14303,13722
2024,2호선,강변(동서울터미널),28533,27506
2024,2호선,구의(광진구청),24238,23257
2024,2호선,건대입구,34982,37815
2024,2호선,성수,42997,46657
2024,2호선,뚝섬,23500,24425
2024,2호선,한양대,7260,7502
2024,2호선,왕십리(성동구청),15618,14032
2024,2호선,상왕십리,13960,13693
2024,2호선,신당,14365,15105
2024,2호선,동대문역사문화공원(DDP),14629,16040
2024,2호선,을지로4가,14435,14279
2024,2호선,을지로3가,23739,23537
2024,2호선,을지로입구,48197,48602
2024,2호선,시청,24690,23236
2024,2호선,시청,11897,9357
2024,2호선,을지로입구,30219,29569
2024,2호선,을지로3가,13030,12724
2024,2호선,을지로4가,8473,8522
2024,2호선,동대문역사문화공원(DDP),12362,13803
2024,2호선,신당,10847,11512
2024,2호선,상왕십리,9417,8975
2024,2호선,왕십리(성동구청),11724,10902
2024,2호선,한양대,3447,3640
2024,2호선,뚝섬,15755,15632
2024,2호선,성수,27573,31041
2024,2호선,건대입구,31030,33912
2024,2호선,구의(광진구청),16953,16077
2024,2호선,강변(동서울터미널),24067,23242
2024,2호선,잠실나루,7463,7184
2024,2호선,잠실(송파구청),71338,68446
2024,2호선,잠실새내,18159,18610
2024,2호선,종합운동장,17489,19973
2024,2호선,삼성(무역센터),35149,33229
2024,2호선,선릉,24720,21878
2024,2호선,역삼,17240,18633
2024,2호선,강남,54244,53939
2024,2호선,교대(법원.검찰청),14666,17790
2024,2호선,서초,10758,9516
2024,2호선,방배,9172,9076
2024,2호선,사당,31436,34725
2024,2호선,낙성대(강감찬),19841,18314
2024,2호선,서울대입구(관악구청),33337,31692
2024,2호선,봉천,17041,15673
